gps_flag,peer_consistency,device_trust,cdi_score,claim_frequency,device_shared
0,0.9053156933318588,0.9601499542972243,0.9915725742463845,2,0
0,0.8054191985006968,0.84439443238659,0.6924299186352285,1,0
0,0.8678542491792383,0.9138887035527001,0.9549841930054012,2,0
0,0.8486344381998908,0.9444533863711319,0.9422785872425143,1,1
1,0.3564327395110854,0.4625569233094088,0.32959602444271985,4,0
0,0.8415772510292054,0.805306440774764,0.6725741740359189,2,0
0,0.9821248007080607,0.9249522542086502,0.734346342859934,1,0
0,0.8536127281645753,0.9248297815698268,0.7637646608764962,2,0
0,0.8439021050161918,0.994909453039774,0.9119035099152123,1,0
0,0.9789104453788183,0.959971051189463,0.7700854017876934,1,0
0,0.9397691706321809,0.8805100087193961,0.6872092429976346,2,0
1,0.5102760729210742,0.3686717143393214,0.30892293060774756,5,1
0,0.9630108856804914,0.8996181507022012,0.626870159966284,1,0
0,0.8412842543521206,0.8021991657316961,0.6547542520275229,1,0
0,0.8501461321123196,0.9266196126714895,0.7977095400553086,2,1
0,0.8766277056498996,0.9037835410565676,0.618786386710022,2,1
0,0.8180673921155216,0.9541971851070957,0.6272998821416366,1,0
0,0.9438091810368491,0.859424343124635,0.8265618561187589,2,0
1,0.35400051096848273,0.49350197677296503,0.30796448895687795,5,0
0,0.8102851626968501,0.8992732494402473,0.8387371395667557,2,0
0,0.8688767464088467,0.8703080322268438,0.7651174202427009,1,0
0,0.8492804066478215,0.96382046353484,0.9197663515875917,2,1
0,0.820618749202749,0.8629193113618823,0.9229721007267044,1,0
1,0.4784023091831823,0.3740531715354478,0.4167603789513432,5,1
0,0.9317566733421435,0.9384553129035705,0.9396782606261277,1,1
0,0.938635042291385,0.8103191613317421,0.8679669858200156,2,0
1,0.3722301380509334,0.5271780922210517,0.5661953190352167,4,0
0,0.8385198055571261,0.8230564042494569,0.768705063892205,1,0
0,0.9689098797070141,0.8638200946486512,0.9315661896602709,1,0
0,0.9121354388007028,0.8962123767688173,0.9539993426093124,1,0
0,0.8130712681597885,0.8630580675661221,0.8157965169501349,1,0
0,0.9040336219757464,0.8853634113309728,0.9506661511449798,2,0
0,0.8042538821700774,0.9749403345368399,0.8115748536108848,2,1
0,0.8018970867256997,0.8105367671954458,0.6354173642454473,2,0
0,0.9747354228372678,0.996816693839859,0.9073093655458073,1,0
0,0.9464543614369291,0.8006692724085959,0.7869243066150611,2,0
0,0.8467215502099821,0.8084186379272724,0.6071495738933655,2,0
0,0.8783260281080713,0.8248875114593713,0.98256627902377,1,0
0,0.8835161551569857,0.9758236615124329,0.9778928089165642,1,1
1,0.5973411291574496,0.3259945637931576,0.36063209457019496,3,1
0,0.9025377022033018,0.8461339623435518,0.6706112128022033,2,0
1,0.6304822783175863,0.6203078748519499,0.45191116919846125,5,1
1,0.697963129058574,0.3695580996877949,0.3584968075610635,4,0
1,0.6589744592184815,0.4853522992862479,0.44917495317404743,3,1
0,0.9160172415675623,0.8182973674795511,0.9509843450521521,1,0
0,0.8088753327066474,0.9704387066694016,0.614168947367418,1,0
0,0.817397351982282,0.8816906426141398,0.7490754068049256,2,0
0,0.9065205038801525,0.9924243945184099,0.6437875440217815,2,0
0,0.8990293054027949,0.8961173154653296,0.8369631138638071,2,0
0,0.9087557815994799,0.9728985760614697,0.8935639675814806,2,0
0,0.9701163458188484,0.9734588401919605,0.8833451906860139,1,0
1,0.3423336375314336,0.5795962952158351,0.27568861591400234,3,1
0,0.8058494566069119,0.9651633501129525,0.651547946989378,1,0
1,0.3004480445920438,0.5224726940159028,0.5026543215139738,5,0
0,0.8652867153006586,0.9119688624617659,0.6463375427121031,2,0
0,0.9559690790302288,0.8213961277653917,0.9044111610008112,2,0
0,0.8784302422890393,0.8358994646847667,0.9014795336202077,2,1
0,0.8135674118210344,0.8601927133893633,0.8832688354581126,2,0
0,0.8115840921117597,0.8149388835515708,0.9409658636794591,2,1
1,0.5998607326971699,0.3520344960522528,0.503305278371609,5,0
0,0.8743667058477449,0.9637571286714187,0.7010034998753529,1,0
0,0.9994249000315423,0.8852362604471946,0.7805548097318702,1,0
0,0.8596748861979986,0.9679894329344944,0.9091291120067218,2,0
0,0.9901727124500821,0.8302115783561801,0.7729339204170408,1,1
0,0.9929040944540417,0.9520188156876195,0.7769195049523641,1,0
0,0.8459909211782173,0.8426209408050167,0.6124536331538045,1,0
0,0.8943064920205026,0.9086465611579917,0.6636982953117058,1,0
0,0.9541843689288104,0.9689566456233776,0.9044095963771995,1,0
0,0.9823672069919822,0.9935022527227555,0.6741835498706618,1,0
0,0.8250371584405102,0.9371130574457943,0.7721223579597851,2,0
0,0.9303038933604529,0.865185092790415,0.836105575554249,2,0
0,0.8023241079816201,0.8144893775589118,0.7569974225626739,2,1
0,0.9313967715128986,0.9514118535222447,0.9810594552154868,1,0
0,0.820986035683635,0.8484090031725056,0.9946650373068586,2,0
0,0.8420699159837738,0.869203313528968,0.9103218943171825,2,0
0,0.8175732998289668,0.8701253862418362,0.6132812435165466,2,0
0,0.9954932772629572,0.8401718179724589,0.8772775763290723,1,0
0,0.8209135680668801,0.9272860499087273,0.8825902905947605,2,0
0,0.9225888349731212,0.8597671772674628,0.9740807261197839,2,0
0,0.8678900385085613,0.9629650227493025,0.63204593855387,2,0
0,0.9567665106837724,0.896180766289797,0.616301642436989,2,0
0,0.8120704167981128,0.8494206468020293,0.6638178720452753,1,0
0,0.8940365185393331,0.9488558131189911,0.9487331115892484,1,0
0,0.9110727101875262,0.9438403556544528,0.6913818965325195,2,0
0,0.8163052979104853,0.8806522722247664,0.6882244499689293,2,0
0,0.8925245913478633,0.9736545010816762,0.8908676279065232,1,0
0,0.9470700597331505,0.9535447776133561,0.8019379527572071,2,0
0,0.8877230838379181,0.9450515320830273,0.7946675765698812,2,0
0,0.9310018677664217,0.9984266632681345,0.713541811443458,1,0
0,0.9263120440185041,0.9466226044830562,0.6526270740509039,2,0
0,0.9265081066452612,0.8745697274377869,0.8050460820823221,1,0
0,0.8494462148806354,0.9741499802545023,0.7781221020010662,2,0
0,0.8190523015909253,0.9304246491060876,0.7248592226785788,2,0
0,0.865038012844939,0.9546946251373202,0.6523494642873399,1,0
0,0.9767419339321506,0.8884048747565715,0.7323557451956688,1,0
0,0.8861775047323612,0.8497428545175261,0.846857994641612,1,0
0,0.8758717179844848,0.9211076315289766,0.7426928212160007,2,0
0,0.9611340305900107,0.9170708728793504,0.9473085122053034,2,0
0,0.9973385960714323,0.8245941617059254,0.6924523649710587,2,0
0,0.8904398056566871,0.986775003505581,0.7264624419907002,1,0
0,0.8794757976928802,0.8959794163184147,0.8743870943931936,2,1
0,0.9735836589040044,0.8909479711267718,0.8062384114317,2,0
0,0.8251483023613299,0.8265429307638555,0.6574169448157571,2,0
0,0.9939824092214541,0.8187801431578837,0.8690408472900505,2,0
1,0.4021226098913727,0.5646529401484587,0.5914525149602121,5,1
0,0.9235694480402428,0.9737809968957436,0.8282438986555318,2,0
0,0.9837355593987008,0.9201219085092472,0.9763501425352259,2,0
0,0.8213186060615982,0.9315690609206072,0.9997654903082667,2,0
0,0.9986673874717257,0.9504855525231145,0.6361926781148203,1,0
0,0.8808280643302067,0.8654066323126478,0.8670373542254339,2,1
0,0.8634391433530797,0.9737801251081142,0.7502689007526906,2,0
0,0.8649171659800541,0.8732923069742796,0.7584690766437021,1,0
0,0.9192970949970843,0.9091373776990948,0.7777677811004806,2,0
0,0.9336425597110033,0.923898069201923,0.785397617520229,1,0
1,0.6388669445490296,0.665694606380588,0.5255065153278345,3,0
0,0.9160344738454664,0.9067205093453757,0.8431620371173778,2,0
0,0.9430981814198549,0.9042468264970669,0.9289573675268232,1,0
0,0.9796061097899974,0.8486964593152599,0.9708138179185226,1,0
0,0.8389116646370602,0.8332663215486285,0.8469407029651896,1,0
0,0.9606051795665327,0.907832255335051,0.7245230796624015,2,0
0,0.9953450477325158,0.9646348031191321,0.8089924162064474,1,0
0,0.905032676733412,0.9418092523444865,0.6427507692378975,2,0
1,0.4698109700785447,0.3348155850350634,0.5262994574017124,3,1
1,0.5406447280585325,0.627675543770716,0.5536825853393631,3,1
0,0.8349546885654755,0.87215450382212,0.9623564419151042,2,0
0,0.9561051030487724,0.8549612071096273,0.9290457274054713,2,0
0,0.9533312270400812,0.8299407935913916,0.7695779251653208,1,0
0,0.9725594155086457,0.8433479600181552,0.6382858222080646,2,0
0,0.8412372329036854,0.927592158663194,0.702753539058286,1,0
0,0.9975571040429775,0.8272879505113466,0.8780578216190376,1,0
0,0.9449033702797236,0.8031642183531166,0.7364360097896883,2,0
0,0.9156773834012818,0.8548321333119612,0.6317677475955946,2,0
0,0.8802375828077966,0.8733912158409601,0.7374241899102816,1,0
0,0.813522512718443,0.9600713015644723,0.6934848327641732,1,0
0,0.9360263862206903,0.8461658378308025,0.7827434579521475,2,0
1,0.5647356759397515,0.5231133669480099,0.49226020409569843,4,0
0,0.8177534788215537,0.9923331471909627,0.8539840182364132,1,0
0,0.819335289929344,0.890074187251637,0.9024653315580984,1,0
1,0.4899546174024874,0.4530105120976033,0.24793160080705856,5,0
1,0.6708003871697181,0.5159828521122238,0.5368133177505685,3,0
0,0.957580397658453,0.9729372384067081,0.8433945650639165,2,0
0,0.8072320761049525,0.8606256711890657,0.7052450279643372,2,0
